date,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2015-01-21,gun,36.0,Hispanic,Chapeno,Texas,False,attack,Foot,False,-99.123,26.559
2015-01-21,gun,19.0,Black,St. Louis,Missouri,False,attack,Not fleeing,False,-90.25,38.665
2015-01-21,gun,54.0,White,Derry,New Hampshire,True,attack,Not fleeing,False,-71.337,42.908
2015-01-22,toy gun,25.0,Black,Sierra Blanca,Texas,False,attack,Car,False,-105.028,31.08
2015-01-22,knife,17.0,White,Longview,Texas,True,other,Not fleeing,False,-94.746,32.495
2015-01-23,NG,29.0,Black,Fort Lauderdale,Florida,False,other,Not fleeing,False,-80.212,26.15
2015-01-23,knife,56.0,Hispanic,Levelland,Texas,False,other,Not fleeing,False,-102.369,33.578
2015-01-23,gun,61.0,White,Austin,Texas,True,attack,Not fleeing,False,-97.789,30.167
2015-01-24,gun,45.0,White,Rexburg,Idaho,False,attack,Not fleeing,False,-111.78,43.826
2015-01-24,knife,26.0,Black,Baltimore,Maryland,True,other,Not fleeing,False,-76.648,39.284
2015-01-24,gun,40.0,White,Fort Worth,Texas,False,attack,Not fleeing,False,-97.38,32.678
2015-01-25,gun,26.0,Hispanic,Pueblo,Colorado,False,attack,Car,False,-104.574,38.285
2015-01-25,gun,59.0,NG,Winslow,New Jersey,False,attack,Not fleeing,False,-74.929,39.749
2015-01-26,vehicle,17.0,Hispanic,Denver,Colorado,False,other,Not fleeing,False,-104.909,39.754
2015-01-26,gun,68.0,White,New Hope,Minnesota,True,attack,Not fleeing,False,-93.386,45.036
2015-01-26,unarmed,24.0,Hispanic,Tahoka,Texas,False,other,Car,False,-101.666,33.166
2015-01-26,knife,34.0,Hispanic,Wasco,California,True,other,Not fleeing,False,-119.335,35.589
2015-01-27,knife,39.0,White,Omaha,Nebraska,True,attack,Not fleeing,False,-95.99,41.243
2015-01-27,NG,26.0,Not Hispanic,Phoenix,Arizona,False,other,Not fleeing,False,-112.113,33.495
2015-01-27,gun,29.0,White,Morenci,Arizona,False,attack,Not fleeing,False,-109.326,33.054
2015-01-27,gun,33.0,Black,Columbus,Ohio,False,attack,Not fleeing,False,-82.997,39.879
2015-01-28,gun,45.0,White,Sunset,Texas,False,attack,Not fleeing,False,-97.828,33.47
2015-01-28,gun,26.0,White,Rosenberg,Texas,False,attack,Not fleeing,False,-95.784,29.558
2015-01-28,deadly blunt objects,35.0,American Native,Stockton,California,True,attack,Not fleeing,False,-121.316,38.029
2015-01-29,gun,31.0,White,Wyoming,Michigan,True,attack,Not fleeing,False,-85.66,42.894
2015-01-29,unarmed,42.0,White,Stillwater,Oklahoma,False,other,Foot,False,-97.05,36.121
2015-01-30,gun,48.0,White,Billings,Montana,False,attack,Foot,False,-108.513,45.79
2015-01-31,gun,31.0,Hispanic,Houston,Texas,False,attack,Not fleeing,False,-95.72,29.861
2015-01-31,knife,54.0,Black,Randallstown,Maryland,True,other,Not fleeing,False,-76.821,39.38
2015-02-02,gun,42.0,White,Apple Valley,California,True,attack,Not fleeing,False,-117.177,34.417
2015-02-02,gun,17.0,White,Bay City,Michigan,False,attack,Not fleeing,False,-83.873,43.599
2015-02-02,unarmed,59.0,White,Hummelstown,Pennsylvania,False,other,Foot,False,-76.713,40.273
2015-02-03,gun,23.0,Black,St. Louis,Missouri,False,attack,Foot,False,-90.21,38.75
2015-02-03,gun,38.0,Black,Emeryville,California,False,attack,Car,False,-122.284,37.827
2015-02-03,knife,29.0,Black,Antioch,California,True,other,Not fleeing,False,-121.818,37.999
2015-02-03,gun,45.0,White,Douglas,Georgia,True,attack,Not fleeing,False,-82.845,31.523
2015-02-04,unarmed,28.0,Black,Tallahassee,Florida,False,attack,Not fleeing,False,-84.33,30.466
2015-02-04,gun,37.0,Hispanic,Orlando,Florida,False,attack,Not fleeing,False,-81.306,28.5
2015-02-04,gun,28.0,Hispanic,Tempe,Arizona,False,attack,Car,False,-111.978,33.378
2015-02-04,unarmed,28.0,Hispanic,Tempe,Arizona,False,other,Not fleeing,False,-111.978,33.378
2015-02-04,gun,51.0,Black,Lorena,Texas,False,attack,Car,False,-97.208,31.397
2015-02-04,knife,36.0,Black,Memphis,Tennessee,False,other,Not fleeing,False,-89.932,35.164
2015-02-05,toy gun,59.0,White,Chino,California,False,other,Car,False,-117.65,33.953
2015-02-06,gun,25.0,Black,Oklahoma City,Oklahoma,False,attack,Not fleeing,False,-97.515,35.404
2015-02-07,toy gun,26.0,White,Calimesa,California,False,attack,Not fleeing,False,-117.057,33.994
2015-02-07,gun,74.0,Black,Gastonia,North Carolina,False,attack,Not fleeing,False,-81.227,35.266
2015-02-08,gun,33.0,White,Anchorage,Alaska,False,attack,Car,False,-149.859,61.208
2015-02-08,gun,27.0,White,Austin,Texas,False,attack,Not fleeing,False,-97.891,30.244
2015-02-08,gun,57.0,White,New City,New York,True,attack,Not fleeing,False,-74.001,41.152
2015-02-08,gun,46.0,White,Orange County,Florida,False,attack,Not fleeing,False,-81.329,28.482
2015-02-08,gun,41.0,White,Nocona,Texas,False,attack,Not fleeing,False,-97.712,33.787
2015-02-09,gun,61.0,White,Smyrna,Maine,True,attack,Not fleeing,False,-68.104,46.159
2015-02-09,gun,45.0,Black,Dallas,Texas,False,attack,Not fleeing,False,-96.751,32.655
2015-02-10,gun,49.0,Black,Whitehaven,Tennessee,False,attack,Not fleeing,False,-90.054,35.025
2015-02-10,gun,45.0,White,New Castle,Colorado,True,attack,Car,False,-107.454,39.573
2015-02-10,unarmed,35.0,Hispanic,Pasco,Washington,True,other,Foot,False,-119.101,46.228
2015-02-11,knife,23.0,Black,San Jose,California,True,other,Not fleeing,False,-121.876,37.316
2015-02-11,toy gun,46.0,White,Dadeville,Alabama,True,attack,Foot,True,-85.724,32.864
2015-02-13,NG,23.0,White,San Bernardino,California,False,attack,Car,False,-117.333,34.165
2015-02-13,gun,21.0,Hispanic,Kansas City,Kansas,False,attack,Car,False,-94.64,39.071
2015-02-13,unarmed,35.0,Hispanic,Reading,Pennsylvania,False,other,Not fleeing,False,-75.908,40.329
2015-02-13,gun,27.0,White,McLemoresville,Tennessee,False,attack,Not fleeing,False,-88.572,35.95
2015-02-13,knife,37.0,Hispanic,San Manuel,Arizona,True,other,Not fleeing,False,-110.628,32.614
2015-02-14,gun,16.0,White,Essex,Maryland,True,attack,Car,False,-76.44,39.299
2015-02-14,gun,51.0,White,Laredo,Texas,False,attack,Not fleeing,False,-99.474,27.554
2015-02-15,gun,34.0,White,Iuka,Mississippi,False,attack,Foot,False,-88.205,34.804
2015-02-15,sharp object,34.0,White,Colton,Oregon,True,other,Not fleeing,False,-122.437,45.175
2015-02-15,unarmed,25.0,Black,Miami Gardens,Florida,True,other,Not fleeing,False,-80.208,25.951
2015-02-16,gun,56.0,White,Marana,Arizona,False,attack,Not fleeing,False,-111.09,32.359
2015-02-16,gun,26.0,White,Boise,Idaho,False,attack,Not fleeing,False,-116.222,43.579
2015-02-16,toy gun,24.0,White,Provo,Utah,True,attack,Not fleeing,False,-111.624,40.103
2015-02-17,gun,43.0,White,Gaston County,North Carolina,False,attack,Not fleeing,False,-81.169,35.229
2015-02-17,unarmed,31.0,White,Springfield,Missouri,False,other,Foot,False,-93.319,37.225
2015-02-17,gun,32.0,White,Eaton Rapids Township,Michigan,False,attack,Not fleeing,False,-84.701,42.514
2015-02-17,toy gun,30.0,White,Tewksbury,Massachusetts,False,attack,Foot,False,-71.284,42.614
2015-02-17,NG,50.0,Hispanic,Del Rio,Texas,False,other,Not fleeing,False,-100.831,29.369
2015-02-18,knife,20.0,Black,Charlotte,North Carolina,True,other,Not fleeing,False,-80.819,35.25
2015-02-20,unarmed,31.0,Hispanic,Euless,Texas,False,other,Not fleeing,False,-97.1,32.874
2015-02-20,gun,38.0,Black,Homewood,Alabama,False,attack,Not fleeing,False,-86.824,33.482
2015-02-20,gun,77.0,Black,Birmingham,Alabama,True,attack,Not fleeing,False,-86.724,33.564
2015-02-20,gun,35.0,Hispanic,Houston,Texas,False,attack,Car,False,-95.401,29.983
2015-02-21,gun,41.0,White,Ruidoso,New Mexico,False,attack,Not fleeing,False,-105.665,33.448
2015-02-21,knife,51.0,White,Indianapolis,Indiana,False,attack,Not fleeing,False,-85.992,39.793
2015-02-22,gun,50.0,White,Palm Bay,Florida,False,attack,Not fleeing,False,-80.645,27.99
2015-02-23,gun,47.0,White,Denham Springs,Louisiana,True,attack,Not fleeing,False,-90.956,30.455
2015-02-23,knife,37.0,White,Powder Springs,Georgia,False,other,Not fleeing,False,-84.695,33.911
2015-02-23,gun,41.0,White,Clarkesville,Georgia,False,attack,Foot,False,-83.598,34.631
2015-02-23,gun,16.0,Black,Millbrook,Alabama,False,attack,Not fleeing,False,-86.362,32.53
2015-02-23,knife,42.0,White,Allentown,Pennsylvania,False,attack,Car,False,-75.433,40.632
2015-02-23,unarmed,39.0,White,Omaha,Nebraska,False,other,Not fleeing,False,-95.933,41.244
2015-02-24,knife,30.0,White,Green Bay,Wisconsin,True,attack,Not fleeing,False,-88.058,44.527
2015-02-25,NG,27.0,Black,Oklahoma City,Oklahoma,False,other,Car,False,-97.552,35.497
2015-02-25,gun,43.0,White,Las Vegas,Nevada,True,attack,Not fleeing,False,-115.055,36.241
2015-02-26,gun,42.0,Hispanic,Lakeland,Florida,False,attack,Foot,False,-81.95,28.104
2015-02-26,knife,21.0,Hispanic,San Francisco,California,False,other,Not fleeing,False,-122.414,37.751
2015-02-26,unarmed,49.0,White,Gulfport,Mississippi,False,other,Not fleeing,False,-89.092,30.425
2015-02-26,gun,34.0,White,Sylvester,Georgia,False,attack,Car,False,-83.902,31.55
2015-02-26,unarmed,31.0,White,Terre Haute,Indiana,False,other,Not fleeing,False,-87.379,39.463
2015-02-27,unarmed,27.0,Hispanic,Santa Ana,California,False,other,Not fleeing,False,-117.879,33.747
2015-02-28,gun,24.0,White,Pelzer,South Carolina,False,attack,Not fleeing,False,-82.408,34.633
2015-02-28,unarmed,34.0,Black,St Louis,Missouri,False,other,Car,False,-90.232,38.598
2015-02-28,knife,28.0,Hispanic,Tucson,Arizona,False,other,Not fleeing,False,-110.99,32.23
2015-02-28,gun,28.0,Black,Columbia,Missouri,False,attack,Car,False,-92.294,38.946
2015-02-28,gun,40.0,Black,Tarboro,North Carolina,True,attack,Car,False,-77.548,35.918
2015-02-28,gun,37.0,White,La Paz County,Arizona,False,attack,Car,False,-114.451,33.619
2015-02-28,unarmed,17.0,White,Roxand Township,Michigan,False,attack,Not fleeing,True,-84.837,42.756
2015-03-01,gun,35.0,American Native,Houston,Texas,False,attack,Not fleeing,False,-95.622,29.704
2015-03-01,gun,49.0,White,Barton,Mississippi,False,attack,Not fleeing,False,-88.604,30.789
2015-03-01,unarmed,43.0,Black,Los Angeles,California,True,attack,Not fleeing,True,-118.245,34.043
2015-03-02,gun,20.0,Black,Joilet,Illinois,False,other,Foot,False,-88.074,41.522
2015-03-03,gun,25.0,Black,Salisbury,Maryland,False,attack,Not fleeing,False,-75.609,38.38
2015-03-03,knife,25.0,White,Tempe,Arizona,False,attack,Not fleeing,False,-111.931,33.44
2015-03-04,unarmed,26.0,White,Deltona,Florida,False,other,Not fleeing,False,-81.254,28.887
2015-03-04,gun,28.0,American Native,Stockton,California,False,attack,Not fleeing,False,-121.286,37.948
2015-03-05,knife,45.0,Black,Milwaukee,Wisconsin,True,other,Not fleeing,False,-87.904,42.968
2015-03-05,unarmed,36.0,Hispanic,Burbank,California,False,other,Car,False,-118.345,34.151
2015-03-05,gun,34.0,White,Lincoln,Nebraska,False,attack,Not fleeing,False,-96.682,40.875
2015-03-06,unarmed,19.0,Black,Madison,Wisconsin,False,attack,Foot,False,-89.365,43.083
2015-03-06,unarmed,37.0,Black,Aurora,Colorado,False,other,Foot,False,-104.916,39.735
2015-03-06,NG,48.0,Black,Putnam Hall,Florida,False,other,Not fleeing,False,-81.959,29.743
2015-03-07,gun,29.0,White,Phoenix,Arizona,False,attack,Not fleeing,False,-112.043,33.469
2015-03-08,knife,43.0,Black,Anaheim,California,True,other,Not fleeing,True,-117.94,33.819
2015-03-08,gun,40.0,Hispanic,Oklahoma City,Oklahoma,False,attack,Not fleeing,False,-97.583,35.426
2015-03-08,NG,35.0,White,Claymont,Delaware,False,attack,Car,False,-75.456,39.818
2015-03-09,unarmed,27.0,Black,Atlanta,Georgia,True,other,Not fleeing,False,-84.267,33.88
2015-03-09,gun,58.0,White,Brevard,North Carolina,False,attack,Not fleeing,False,-82.626,35.269
2015-03-09,gun,46.0,White,Dinosaur,Colorado,False,attack,Not fleeing,False,-109.01,40.246
2015-03-09,gun,30.0,Black,Cocoa,Florida,False,attack,Not fleeing,False,-80.749,28.351
2015-03-10,gun,64.0,Black,Cleveland,Ohio,False,attack,Not fleeing,True,-81.641,41.45
2015-03-10,gun,31.0,Black,Baton Rouge,Louisiana,False,attack,Not fleeing,False,-91.169,30.536
2015-03-10,knife,23.0,White,Port Wentworth,Georgia,False,attack,Not fleeing,True,-81.184,32.165
2015-03-10,sharp object,37.0,Hispanic,Ontario,California,True,other,Car,False,-117.655,34.05
2015-03-11,NG,37.0,Black,Elkton,Maryland,False,other,Not fleeing,False,-75.816,39.573
2015-03-11,gun,31.0,White,Memphis,Tennessee,True,attack,Not fleeing,False,-90.0,35.158
2015-03-11,gun,39.0,Hispanic,Santa Ana,California,False,attack,Not fleeing,False,-117.868,33.743
2015-03-11,toy gun,31.0,White,Kingman,Arizona,True,attack,Not fleeing,False,-114.026,35.204
2015-03-11,gun,54.0,White,Bay Minette,Alabama,False,attack,Not fleeing,False,-87.891,30.862
2015-03-11,gun,53.0,White,Hoover,Alabama,True,attack,Not fleeing,False,-86.849,33.417
2015-03-11,NG,25.0,Hispanic,Los Angeles,California,False,other,Not fleeing,False,-118.22,33.939
2015-03-12,unarmed,35.0,Black,Washington,District of Columbia,True,other,Not fleeing,False,-76.983,38.882
2015-03-13,gun,41.0,Hispanic,Napa,California,False,other,Other,False,-122.274,38.306
2015-03-13,gun,59.0,White,Kansas City,Missouri,False,attack,Not fleeing,False,-94.487,38.947
2015-03-13,knife,36.0,White,Fontana,California,False,attack,Not fleeing,False,-117.43,34.078
2015-03-13,unarmed,32.0,Hispanic,Walnut Creek,California,False,other,Foot,False,-118.229,33.971
2015-03-14,knife,53.0,White,Follansbee,West Virginia,False,other,Not fleeing,False,-80.596,40.331
2015-03-14,gun,26.0,White,Kenosha,Wisconsin,False,attack,Car,False,-87.835,42.583
2015-03-14,gun,29.0,Hispanic,San Antonio,Texas,True,attack,Not fleeing,False,-98.536,29.513
2015-03-15,sharp object,27.0,White,Ruth,Mississippi,False,other,Not fleeing,False,-90.303,31.326
2015-03-16,gun,28.0,White,St. Paul,Minnesota,True,attack,Not fleeing,False,-93.025,44.954
2015-03-16,gun,52.0,White,Gastonia,North Carolina,True,attack,Not fleeing,False,-81.242,35.204
2015-03-17,gun,49.0,White,Medford,Oregon,True,attack,Not fleeing,False,-122.899,42.33
2015-03-17,gun,24.0,White,Dublin,North Carolina,False,attack,Foot,False,-78.751,34.64
2015-03-17,vehicle,24.0,White,San Francisco,California,True,other,Not fleeing,False,-122.422,37.789
2015-03-17,gun,20.0,White,Onalaska,Texas,True,attack,Not fleeing,False,-95.104,30.815
2015-03-17,unarmed,22.0,Hispanic,Sacramento,California,False,other,Car,False,-121.504,38.682
2015-03-18,gun,49.0,White,Glendale,Arizona,False,attack,Not fleeing,False,-112.203,33.582
2015-03-18,gun,64.0,White,Tallahassee,Florida,False,attack,Not fleeing,False,-84.279,30.461
2015-03-18,knife,47.0,White,Bakersfield,California,False,other,Not fleeing,False,-119.015,35.376
2015-03-19,sharp object,39.0,White,Lawrence County,Alabama,True,other,Not fleeing,True,-87.287,34.566
2015-03-19,unarmed,18.0,Black,Cleveland,Ohio,False,attack,Not fleeing,False,-81.609,41.529
2015-03-19,gun,31.0,White,Middleton,Idaho,False,attack,Not fleeing,True,-116.58,43.704
2015-03-19,gun,16.0,Black,Jacksonville,Florida,False,attack,Car,False,-81.68,30.379
2015-03-19,unarmed,20.0,White,Sumas,Washington,True,attack,Not fleeing,False,-122.273,49.0
2015-03-19,gun,36.0,White,Bakersfield,California,False,attack,Not fleeing,False,-119.336,35.355
2015-03-20,sharp object,63.0,Black,New Orleans,Louisiana,True,attack,Not fleeing,False,-90.265,29.993
2015-03-20,gun,34.0,White,Coal County,Oklahoma,False,attack,Not fleeing,False,-96.323,34.506
2015-03-20,gun,24.0,Not Hispanic,Red Valley,Arizona,False,attack,Car,False,-109.138,36.466
2015-03-21,gun,21.0,White,Cottonwood,Arizona,False,attack,Not fleeing,False,-112.001,34.713
2015-03-21,gun,44.0,White,Clarendon,New York,False,attack,Car,False,-78.047,43.19
2015-03-21,gun,60.0,White,Harmony,Indiana,True,attack,Not fleeing,False,-87.073,39.534
2015-03-21,gun,42.0,White,Columbus,Ohio,False,attack,Not fleeing,False,-82.999,40.03
2015-03-22,knife,37.0,White,Vallejo,California,True,other,Not fleeing,False,-122.222,38.133
2015-03-22,knife,36.0,White,Portland,Oregon,True,other,Foot,False,-122.53,45.506
2015-03-22,NG,21.0,Black,Islip,New York,False,attack,Car,False,-73.238,40.74
2015-03-23,gun,24.0,Black,Santa Clara,California,False,attack,Not fleeing,False,-121.959,37.361
2015-03-24,gun,29.0,Black,Portsmouth,Virginia,True,attack,Car,False,-76.37,36.819
2015-03-24,gun,57.0,White,San Jose,California,True,attack,Not fleeing,False,-121.841,37.302
2015-03-24,gun,38.0,White,Fond du Lac,Wisconsin,False,attack,Not fleeing,False,-88.475,43.782
2015-03-25,NG,23.0,Black,Smyrna,Georgia,False,other,Car,True,-84.477,33.866
2015-03-25,gun,27.0,Black,Johnsonville,South Carolina,False,attack,Foot,False,-79.462,33.819
2015-03-25,gun,28.0,Hispanic,South Los Angeles,California,False,attack,Foot,False,-118.292,33.94
2015-03-25,gun,63.0,White,Glendale,Arizona,True,other,Not fleeing,False,-112.203,33.638
2015-03-26,gun,53.0,White,Gardner,Kansas,False,attack,Not fleeing,False,-94.91,38.818
2015-03-26,knife,35.0,Hispanic,Wilmington,California,True,other,Not fleeing,False,-118.271,33.793
2015-03-27,knife,26.0,Black,Oxnard,California,False,other,Not fleeing,False,-119.183,34.228
2015-03-27,gun,42.0,White,Fort Ashby,West Virginia,False,attack,Car,False,-78.841,39.469
2015-03-27,gun,41.0,Black,Boston,Massachusetts,False,attack,Not fleeing,False,-71.089,42.313
2015-03-27,gun,56.0,White,Encinitas,California,True,attack,Not fleeing,False,-117.242,33.05
2015-03-27,knife,39.0,Black,Fort Pierce,Florida,False,other,Not fleeing,False,-80.328,27.435
2015-03-27,toy gun,23.0,Hispanic,Bakersfield,California,False,attack,Car,False,-119.003,35.396
2015-03-27,gun,40.0,White,Webster,Massachusetts,False,attack,Foot,False,-71.878,42.056
2015-03-29,gun,29.0,Black,Elizabethtown,Kentucky,False,attack,Not fleeing,False,-85.889,37.735
2015-03-29,NG,26.0,White,Jasper,Ohio,False,attack,Car,False,-83.255,39.083
2015-03-30,gun,54.0,NG,Boulder City,Nevada,False,attack,Not fleeing,False,-114.84,35.974
2015-03-30,gun,49.0,White,Eugene,Oregon,True,attack,Not fleeing,False,-123.181,44.091
2015-03-31,gun,36.0,White,Carollwood,Florida,False,attack,Not fleeing,False,-82.49,28.102
2015-03-31,toy gun,21.0,Hispanic,Baytown,Texas,False,attack,Not fleeing,False,-94.971,29.733
2015-03-31,vehicle,27.0,Black,Fort Meade,Maryland,False,other,Car,False,-76.77,39.115
2015-04-01,gun,37.0,Black,Hawthorne,California,False,attack,Not fleeing,False,-118.337,33.902
2015-04-01,knife,36.0,White,Hamilton,New Jersey,False,attack,Not fleeing,False,-74.71,40.217
2015-04-02,gun,32.0,Black,Rock Island,Illinois,False,attack,Foot,False,-90.582,41.5
2015-04-02,unarmed,44.0,Black,Tulsa,Oklahoma,False,other,Not fleeing,False,-95.94,36.184
2015-04-02,gun,27.0,White,Pineville,Louisiana,True,attack,Not fleeing,False,-92.407,31.346
2015-04-02,gun,63.0,White,Metropolis,Illinois,True,attack,Not fleeing,False,-88.677,37.176
2015-04-03,knife,38.0,White,Winchester,Virginia,False,other,Not fleeing,True,-78.128,39.191
2015-04-04,gun,17.0,Black,Zion,Illinois,False,attack,Foot,False,-87.845,42.452
2015-04-04,gun,31.0,Black,Orange,California,False,attack,Not fleeing,True,-117.852,33.836
2015-04-04,gun,34.0,White,Edgewood,New Mexico,True,attack,Car,False,-106.193,35.056
2015-04-04,unarmed,50.0,Black,North Charleston,South Carolina,False,other,Foot,False,-80.014,32.899
2015-04-05,knife,51.0,White,Phoenix,Arizona,True,other,Not fleeing,False,-112.144,33.655
2015-04-05,gun,56.0,White,Tehachapi,California,False,attack,Not fleeing,False,-118.414,35.127
2015-04-06,gun,23.0,White,Indianapolis,Indiana,True,attack,Not fleeing,False,-86.273,39.681
2015-04-06,gun,25.0,Black,Harvey,Louisiana,False,attack,Foot,False,-90.048,29.877
2015-04-06,gun,31.0,White,Jefferson County,Idaho,False,attack,Car,False,-112.049,43.642
2015-04-07,gun,32.0,White,Pottawatomie County,Oklahoma,False,attack,Car,False,-97.057,35.339
2015-04-08,gun,60.0,White,San Antonio,Texas,False,attack,Car,False,-98.427,29.489
2015-04-08,NG,42.0,Black,Valdosta,Georgia,False,attack,Car,False,-83.333,30.845
2015-04-08,gun,39.0,Hispanic,Los Angeles,California,False,attack,Foot,False,-118.212,34.041
2015-04-08,knife,28.0,American Native,Sunnyvale,California,True,other,Not fleeing,False,-121.995,37.404
2015-04-09,sharp object,22.0,White,Navarre,Florida,False,attack,Not fleeing,False,-86.835,30.413
2015-04-09,gun,29.0,Black,Monon,Indiana,False,attack,Car,False,-86.879,40.879
2015-04-09,gun,31.0,White,Straban Township,Pennsylvania,True,attack,Not fleeing,False,-77.158,39.859
2015-04-09,gun,28.0,White,Boiling Springs,South Carolina,False,attack,Not fleeing,False,-82.006,35.023
2015-04-09,NG,54.0,NG,Kellyville,Oklahoma,False,attack,Other,False,-96.277,35.954
2015-04-10,knife,21.0,Hispanic,Corning,California,False,attack,Not fleeing,False,-122.202,39.935
2015-04-10,gun,38.0,White,Topeka,Kansas,False,attack,Car,False,-95.762,39.054
2015-04-11,gun,66.0,White,Sand Springs,Oklahoma,True,attack,Not fleeing,True,-96.134,36.092
2015-04-12,gun,36.0,Black,Indianapolis,Indiana,False,attack,Foot,True,-86.109,39.813
2015-04-12,sharp object,83.0,White,Oklahoma City,Oklahoma,True,other,Not fleeing,False,-97.34,35.404
2015-04-12,gun,32.0,White,Salemburg,North Carolina,True,attack,Car,False,-78.491,35.064
2015-04-13,gun,27.0,Hispanic,Alton,Illinois,False,attack,Not fleeing,False,-90.135,38.892
2015-04-14,NG,26.0,Black,DeSoto,Texas,False,other,Foot,False,-96.823,32.662
2015-04-14,sharp object,31.0,White,Jonesboro,Arkansas,True,attack,Not fleeing,False,-90.718,35.834
2015-04-15,gun,22.0,Black,Miami,Florida,False,other,Foot,False,-80.212,25.844
